"id","semantic_key","resource_id","edition_id","asset_kind","path","mime_type","sha256","dependencies_json","rights_id","status","record_json"
"urn:uuid:e84fa42e-dbf8-5c2e-bde7-76549f4bff1f","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-duf-two-traj-sols.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-duf-two-traj-sols.pdf","application/pdf","sha256:ed7b5e61cd933fc9525ee2f093e10ef5074c4525e4c1febfd16a9bcfbc1043d9","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:e84fa42e-dbf8-5c2e-bde7-76549f4bff1f"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-duf-two-traj-sols.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-duf-two-traj-sols.pdf.en"",""sha256"":""sha256:ed7b5e61cd933fc9525ee2f093e10ef5074c4525e4c1febfd16a9bcfbc1043d9"",""source_binding"":{""content_sha256"":""sha256:ed7b5e61cd933fc9525ee2f093e10ef5074c4525e4c1febfd16a9bcfbc1043d9"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-duf-two-traj-sols.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:7ba551f4-68a0-52b9-925d-069a9b213810","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-ex813-new.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-ex813-new.pdf","application/pdf","sha256:06ce55ed75814b9c77bf33a6ea3f3678b417d64e1dad75f68ba3a17dccac9171","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:7ba551f4-68a0-52b9-925d-069a9b213810"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-ex813-new.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-ex813-new.pdf.en"",""sha256"":""sha256:06ce55ed75814b9c77bf33a6ea3f3678b417d64e1dad75f68ba3a17dccac9171"",""source_binding"":{""content_sha256"":""sha256:06ce55ed75814b9c77bf33a6ea3f3678b417d64e1dad75f68ba3a17dccac9171"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-ex813-new.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:e6ab50af-b3d1-57a1-b577-01eb3a5d3e7f","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-ex813.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-ex813.pdf","application/pdf","sha256:4b275f42ba403c745dba10648107fccbbbab70c064c8fdeef9225f5a700e9175","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:e6ab50af-b3d1-57a1-b577-01eb3a5d3e7f"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-ex813.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-ex813.pdf.en"",""sha256"":""sha256:4b275f42ba403c745dba10648107fccbbbab70c064c8fdeef9225f5a700e9175"",""source_binding"":{""content_sha256"":""sha256:4b275f42ba403c745dba10648107fccbbbab70c064c8fdeef9225f5a700e9175"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-ex813.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:b9f83128-3b9c-5575-af1c-1ef5472105c7","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-sinpiy-x.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-exer-sinpiy-x.pdf","application/pdf","sha256:c676419124cec1af21a5325afe2aa66e511b4c06b285f1df9f527cfeb1b44595","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:b9f83128-3b9c-5575-af1c-1ef5472105c7"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-exer-sinpiy-x.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-sinpiy-x.pdf.en"",""sha256"":""sha256:c676419124cec1af21a5325afe2aa66e511b4c06b285f1df9f527cfeb1b44595"",""source_binding"":{""content_sha256"":""sha256:c676419124cec1af21a5325afe2aa66e511b4c06b285f1df9f527cfeb1b44595"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-exer-sinpiy-x.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:890bc736-a3c7-5cc2-b6ba-33f98a0f036c","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-x2-y2.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-exer-x2-y2.pdf","application/pdf","sha256:64e6fa526ca57371e2f8c97983294aea3798d8d6b920d48a2fb7733f3f0b57b0","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:890bc736-a3c7-5cc2-b6ba-33f98a0f036c"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-exer-x2-y2.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-x2-y2.pdf.en"",""sha256"":""sha256:64e6fa526ca57371e2f8c97983294aea3798d8d6b920d48a2fb7733f3f0b57b0"",""source_binding"":{""content_sha256"":""sha256:64e6fa526ca57371e2f8c97983294aea3798d8d6b920d48a2fb7733f3f0b57b0"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-exer-x2-y2.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:f53987d1-129c-524e-9baa-aec71a3af6ec","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-xy-1py2.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-exer-xy-1py2.pdf","application/pdf","sha256:9680e12cae953771893639061e73264e76027c4a77c32c3e75a2c9856886d0d1","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:f53987d1-129c-524e-9baa-aec71a3af6ec"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-exer-xy-1py2.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-xy-1py2.pdf.en"",""sha256"":""sha256:9680e12cae953771893639061e73264e76027c4a77c32c3e75a2c9856886d0d1"",""source_binding"":{""content_sha256"":""sha256:9680e12cae953771893639061e73264e76027c4a77c32c3e75a2c9856886d0d1"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-exer-xy-1py2.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:9f8a59c6-8e8a-554f-ad95-0526b23b272a","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-y-xm1xp1.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-exer-y-xm1xp1.pdf","application/pdf","sha256:87ec47de230400571778ab7d2879db4f1c70c8d8195b86e6feda6e6c9d491375","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:9f8a59c6-8e8a-554f-ad95-0526b23b272a"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-exer-y-xm1xp1.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-y-xm1xp1.pdf.en"",""sha256"":""sha256:87ec47de230400571778ab7d2879db4f1c70c8d8195b86e6feda6e6c9d491375"",""source_binding"":{""content_sha256"":""sha256:87ec47de230400571778ab7d2879db4f1c70c8d8195b86e6feda6e6c9d491375"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-exer-y-xm1xp1.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:2f05b85b-2c83-526f-865b-f677a8b6e0d1","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-y2-mx2.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-exer-y2-mx2.pdf","application/pdf","sha256:431f7c0026021379265d350c3c4acf3cc500358c189f34b02921f839064e46b4","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:2f05b85b-2c83-526f-865b-f677a8b6e0d1"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-exer-y2-mx2.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-y2-mx2.pdf.en"",""sha256"":""sha256:431f7c0026021379265d350c3c4acf3cc500358c189f34b02921f839064e46b4"",""source_binding"":{""content_sha256"":""sha256:431f7c0026021379265d350c3c4acf3cc500358c189f34b02921f839064e46b4"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-exer-y2-mx2.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:a6f08f59-f3ec-560f-805b-dfa030c7a9d7","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-ypx2-mx.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-exer-ypx2-mx.pdf","application/pdf","sha256:6cd5233d3758ff43bf195bd01d24881106ad7f838e0036a76e22e78dd7fe38ce","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:a6f08f59-f3ec-560f-805b-dfa030c7a9d7"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-exer-ypx2-mx.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-exer-ypx2-mx.pdf.en"",""sha256"":""sha256:6cd5233d3758ff43bf195bd01d24881106ad7f838e0036a76e22e78dd7fe38ce"",""source_binding"":{""content_sha256"":""sha256:6cd5233d3758ff43bf195bd01d24881106ad7f838e0036a76e22e78dd7fe38ce"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-exer-ypx2-mx.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:b5f4c7eb-15e3-5493-b1aa-8a6a20453f9a","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-lorenz-graphx.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-lorenz-graphx.pdf","application/pdf","sha256:da8b6028c2655ce575aa791ed26f160cf22f66ef099a13aff962098150f2bc24","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:b5f4c7eb-15e3-5493-b1aa-8a6a20453f9a"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-lorenz-graphx.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-lorenz-graphx.pdf.en"",""sha256"":""sha256:da8b6028c2655ce575aa791ed26f160cf22f66ef099a13aff962098150f2bc24"",""source_binding"":{""content_sha256"":""sha256:da8b6028c2655ce575aa791ed26f160cf22f66ef099a13aff962098150f2bc24"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-lorenz-graphx.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:a086fad3-7e2e-5984-8440-5f490a4b9fb0","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-lorenz.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-lorenz.pdf","application/pdf","sha256:b0ca55cf964b143249e7935f3b307f952011a01930d8896926ea69507baf341f","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:a086fad3-7e2e-5984-8440-5f490a4b9fb0"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-lorenz.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-lorenz.pdf.en"",""sha256"":""sha256:b0ca55cf964b143249e7935f3b307f952011a01930d8896926ea69507baf341f"",""source_binding"":{""content_sha256"":""sha256:b0ca55cf964b143249e7935f3b307f952011a01930d8896926ea69507baf341f"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-lorenz.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:9a8c1a83-0e1c-5e86-a713-598b391e7c9e","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-pend-phasediag.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-pend-phasediag.pdf","application/pdf","sha256:6917ea4efd5422bf2bb49026d33145859c4b93c0a61b7e964c245fe56a35155d","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:9a8c1a83-0e1c-5e86-a713-598b391e7c9e"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-pend-phasediag.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-pend-phasediag.pdf.en"",""sha256"":""sha256:6917ea4efd5422bf2bb49026d33145859c4b93c0a61b7e964c245fe56a35155d"",""source_binding"":{""content_sha256"":""sha256:6917ea4efd5422bf2bb49026d33145859c4b93c0a61b7e964c245fe56a35155d"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-pend-phasediag.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:e957a267-8b28-59f7-ac92-d5f5d474d63f","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-pend.pdf.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-pend.pdf","application/pdf","sha256:8551dfbd7871dc481a3688db42fb4081feda50a46f219c72ca6ff8f4085eac65","[]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:e957a267-8b28-59f7-ac92-d5f5d474d63f"",""mime_type"":""application/pdf"",""path"":""source/diffyqs-v6.11/figures/nlin-pend.pdf"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-pend.pdf.en"",""sha256"":""sha256:8551dfbd7871dc481a3688db42fb4081feda50a46f219c72ca6ff8f4085eac65"",""source_binding"":{""content_sha256"":""sha256:8551dfbd7871dc481a3688db42fb4081feda50a46f219c72ca6ff8f4085eac65"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-pend.pdf""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
"urn:uuid:615659b1-fa52-5f59-9d74-fffe24f6410a","lebl.diffyqs.asset.nonlinear-systems.figure.nlin-pend.pdf-t.en","urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465","urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83","figure","source/diffyqs-v6.11/figures/nlin-pend.pdf_t","application/x-fig-overlay","sha256:4788f5bfb541ffda60135d2c0d92d28c014c00e54238dd6cd6b1de30ff4d10ec","[""urn:uuid:e957a267-8b28-59f7-ac92-d5f5d474d63f""]","urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f","active","{""asset_kind"":""figure"",""dependencies"":[""urn:uuid:e957a267-8b28-59f7-ac92-d5f5d474d63f""],""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""id"":""urn:uuid:615659b1-fa52-5f59-9d74-fffe24f6410a"",""mime_type"":""application/x-fig-overlay"",""path"":""source/diffyqs-v6.11/figures/nlin-pend.pdf_t"",""record_type"":""asset"",""recorded_at"":""2026-08-24T00:00:00Z"",""resource_id"":""urn:uuid:372b97ed-b680-56ea-830b-7b6748d2b465"",""rights_id"":""urn:uuid:55f5bc5b-fcc2-55bd-8bcb-65ab31cc4e0f"",""schema_name"":""lebl.backend.record"",""schema_version"":""0.3.0"",""semantic_aliases"":[],""semantic_key"":""lebl.diffyqs.asset.nonlinear-systems.figure.nlin-pend.pdf-t.en"",""sha256"":""sha256:4788f5bfb541ffda60135d2c0d92d28c014c00e54238dd6cd6b1de30ff4d10ec"",""source_binding"":{""content_sha256"":""sha256:4788f5bfb541ffda60135d2c0d92d28c014c00e54238dd6cd6b1de30ff4d10ec"",""edition_id"":""urn:uuid:c8f802a9-20a7-5339-ae47-20a368df3c83"",""locator"":""entire file"",""source_path"":""source/diffyqs-v6.11/figures/nlin-pend.pdf_t""},""status"":""active"",""supersedes_id"":null,""workflow_id"":""01a01f57-a34b-7740-9717-596b8116910c/backend-production-v0.4-live""}"
